"user_id","status_id","created_at","screen_name","text","source","display_text_width","reply_to_status_id","reply_to_user_id","reply_to_screen_name","is_quote","is_retweet","favorite_count","retweet_count","quote_count","reply_count","hashtags","symbols","urls_url","urls_t.co","urls_expanded_url","media_url","media_t.co","media_expanded_url","media_type","ext_media_url","ext_media_t.co","ext_media_expanded_url","ext_media_type","mentions_user_id","mentions_screen_name","lang","quoted_status_id","quoted_text","quoted_created_at","quoted_source","quoted_favorite_count","quoted_retweet_count","quoted_user_id","quoted_screen_name","quoted_name","quoted_followers_count","quoted_friends_count","quoted_statuses_count","quoted_location","quoted_description","quoted_verified","retweet_status_id","retweet_text","retweet_created_at","retweet_source","retweet_favorite_count","retweet_retweet_count","retweet_user_id","retweet_screen_name","retweet_name","retweet_followers_count","retweet_friends_count","retweet_statuses_count","retweet_location","retweet_description","retweet_verified","place_url","place_name","place_full_name","place_type","country","country_code","geo_coords","coords_coords","bbox_coords","status_url","name","location","description","url","protected","followers_count","friends_count","listed_count","statuses_count","favourites_count","account_created_at","verified","profile_url","profile_expanded_url","account_lang","profile_banner_url","profile_background_url","profile_image_url"
"x968949606","x1481387360256360449",2022-01-12 22:07:24,"kazu2007G","愛国心のない大学教授・学術会議は不要！に共感の方はRT
＃DOJ　
反町キャスター「日本学術会議の事を思い出して官民・学はこの中に入らないんですか？」
高市会長「官民・学も入るんでしょうよ！学術分野の方に相当神経質になって頂かないと経済安全保障の確立は出来ない！」
#国防の誇りを取り戻そう https://t.co/xspKZ25egR","Twitter for iPhone",140,,,,FALSE,TRUE,0,687,,,"DOJ",,,,,,,,,,,,,"x1141977372096266241","8ueBd6tf29iYRpZ","ja",,,,,,,,,,,,,,,,"x1481275497200103426","愛国心のない大学教授・学術会議は不要！に共感の方はRT
＃DOJ　
反町キャスター「日本学術会議の事を思い出して官民・学はこの中に入らないんですか？」
高市会長「官民・学も入るんでしょうよ！学術分野の方に相当神経質になって頂かないと経済安全保障の確立は出来ない！」
#国防の誇りを取り戻そう https://t.co/xspKZ25egR",2022-01-12 14:42:53,"Twitter Web App",1642,687,"x1141977372096266241","8ueBd6tf29iYRpZ","FUKUDA MAKOTO 【DOJ<U+0001F6E1>No.0001】",46283,46480,142969,"日本 兵庫","交通事故に遭い<U+267F><U+FE0F>重い障碍<U+0001F6CF><U+FE0F>難病も患い人生180度大転換！ 
海外生活を模索しましたが、やはり離れる事が出来ない国が祖国日本でした<U+0001F38C>
 #DOJ2020<U+24B8>(Defence of Japan)を創設！
 <U+0001F1EF><U+0001F1F5>日本大好きな方、相互フォローの輪をに広げましょう！
 ＠Teamdoj サブ垢フォローお願い致します！",FALSE,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/kazu2007G/status/1481387360256360449","KAZUHIRA","","",,FALSE,66,322,0,259,3377,2012-11-24 23:02:26,FALSE,,,,,"http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/1282933959018463233/mix6cuRp_normal.jpg"
"x1034056144807809027","x1481387355164463104",2022-01-12 22:07:22,"yas3318","愛国心のない大学教授・学術会議は不要！に共感の方はRT
＃DOJ　
反町キャスター「日本学術会議の事を思い出して官民・学はこの中に入らないんですか？」
高市会長「官民・学も入るんでしょうよ！学術分野の方に相当神経質になって頂かないと経済安全保障の確立は出来ない！」
#国防の誇りを取り戻そう https://t.co/xspKZ25egR","Twitter for Android",140,,,,FALSE,TRUE,0,687,,,"DOJ",,,,,,,,,,,,,"x1141977372096266241","8ueBd6tf29iYRpZ","ja",,,,,,,,,,,,,,,,"x1481275497200103426","愛国心のない大学教授・学術会議は不要！に共感の方はRT
＃DOJ　
反町キャスター「日本学術会議の事を思い出して官民・学はこの中に入らないんですか？」
高市会長「官民・学も入るんでしょうよ！学術分野の方に相当神経質になって頂かないと経済安全保障の確立は出来ない！」
#国防の誇りを取り戻そう https://t.co/xspKZ25egR",2022-01-12 14:42:53,"Twitter Web App",1642,687,"x1141977372096266241","8ueBd6tf29iYRpZ","FUKUDA MAKOTO 【DOJ<U+0001F6E1>No.0001】",46283,46480,142969,"日本 兵庫","交通事故に遭い<U+267F><U+FE0F>重い障碍<U+0001F6CF><U+FE0F>難病も患い人生180度大転換！ 
海外生活を模索しましたが、やはり離れる事が出来ない国が祖国日本でした<U+0001F38C>
 #DOJ2020<U+24B8>(Defence of Japan)を創設！
 <U+0001F1EF><U+0001F1F5>日本大好きな方、相互フォローの輪をに広げましょう！
 ＠Teamdoj サブ垢フォローお願い致します！",FALSE,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/yas3318/status/1481387355164463104","yas33","","子育て垢",,FALSE,33,66,0,6037,9879,2018-08-27 12:32:51,FALSE,,,,,,"http://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png"
"x1049718794","x1481387345702100992",2022-01-12 22:07:20,"unba_ho","私なんかは日本の先行きに危機感が強いんだけれども、コロナで多くの日本人は「日本はまだ大丈夫」と思っていて、「経済よりも命」や岸田首相の意味不明な対策を支持してるっていうのが一部の層にはものすごい失望になってるんだと思うのですよね。危機を感じず改善をしないことがもっともまずいので","Twitter for Android",140,,,,FALSE,TRUE,0,35,,,,,,,,,,,,,,,,"x349535451","mediclubman","ja",,,,,,,,,,,,,,,,"x1481268800377212929","私なんかは日本の先行きに危機感が強いんだけれども、コロナで多くの日本人は「日本はまだ大丈夫」と思っていて、「経済よりも命」や岸田首相の意味不明な対策を支持してるっていうのが一部の層にはものすごい失望になってるんだと思うのですよね。危機を感じず改善をしないことがもっともまずいので",2022-01-12 14:16:17,"Twitter for iPhone",252,35,"x349535451","mediclubman","外骨",4732,164,13895,"","政治と経済を中心にときどきつぶやきます。",FALSE,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/unba_ho/status/1481387345702100992","バルバロイ","たぶん現在、たぶん地球","「黙ってキャンセルなどされない気骨ある男たちを応援する日本人の会」終身栄誉会長",,FALSE,566,412,18,55029,35645,2012-12-31 07:09:17,FALSE,,,,,"http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/911486558544343040/Ifb6Uj_u_normal.jpg"
"x193287817","x1481387337171238916",2022-01-12 22:07:18,"ADCHSK","愛国心のない大学教授・学術会議は不要！に共感の方はRT
＃DOJ　
反町キャスター「日本学術会議の事を思い出して官民・学はこの中に入らないんですか？」
高市会長「官民・学も入るんでしょうよ！学術分野の方に相当神経質になって頂かないと経済安全保障の確立は出来ない！」
#国防の誇りを取り戻そう https://t.co/xspKZ25egR","Twitter Web App",140,,,,FALSE,TRUE,0,687,,,"DOJ",,,,,,,,,,,,,"x1141977372096266241","8ueBd6tf29iYRpZ","ja",,,,,,,,,,,,,,,,"x1481275497200103426","愛国心のない大学教授・学術会議は不要！に共感の方はRT
＃DOJ　
反町キャスター「日本学術会議の事を思い出して官民・学はこの中に入らないんですか？」
高市会長「官民・学も入るんでしょうよ！学術分野の方に相当神経質になって頂かないと経済安全保障の確立は出来ない！」
#国防の誇りを取り戻そう https://t.co/xspKZ25egR",2022-01-12 14:42:53,"Twitter Web App",1642,687,"x1141977372096266241","8ueBd6tf29iYRpZ","FUKUDA MAKOTO 【DOJ<U+0001F6E1>No.0001】",46283,46480,142969,"日本 兵庫","交通事故に遭い<U+267F><U+FE0F>重い障碍<U+0001F6CF><U+FE0F>難病も患い人生180度大転換！ 
海外生活を模索しましたが、やはり離れる事が出来ない国が祖国日本でした<U+0001F38C>
 #DOJ2020<U+24B8>(Defence of Japan)を創設！
 <U+0001F1EF><U+0001F1F5>日本大好きな方、相互フォローの輪をに広げましょう！
 ＠Teamdoj サブ垢フォローお願い致します！",FALSE,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/ADCHSK/status/1481387337171238916","だっちぃ（ADCHSK）<U+0001F359>","","士業で会社経営者で大学非常勤講師。そんな肩書を持つ身ですが、V6、宇宙戦艦ヤマト（他のアニメも）、歴史、新幹線、宇宙開発、政治、国際情勢、軍事、経済、推理小説、お酒、筋トレ等々をこよなく愛する守備範囲の広いオタク。V6とヤマトを中心に趣味の世界を雑多に呟いてます。保守的な人間ですが、型にはまるのは大嫌い。",,FALSE,731,381,8,62824,387730,2010-09-21 13:17:09,FALSE,,,,"https://pbs.twimg.com/profile_banners/193287817/1639803893","http://abs.twimg.com/images/themes/theme7/bg.gif","http://pbs.twimg.com/profile_images/1129574730/NEC_0024_normal.JPG"
"x1432548625805037575","x1481387326739664896",2022-01-12 22:07:16,"m45dfnbpd9","年収1350万の一馬力で障害児を育てると、

児童手当　特例給付のみで10000円<U+2198><U+FE0F>
特別児童扶養手当　52500円<U+0001F21A><U+FE0F>
障害児福祉手当　14880円<U+0001F21A><U+FE0F>
サービス利用　37200円自己負担
毎月11万円余り、年間140万円の支援カット。

車椅子も補装具も全額自費。経済的にも精神的にも見捨てられた感じがしんどい...","Twitter for iPhone",140,,,,FALSE,TRUE,0,31,,,,,,,,,,,,,,,,"x1481182895918432262","k6722053","ja",,,,,,,,,,,,,,,,"x1481200511487741956","年収1350万の一馬力で障害児を育てると、

児童手当　特例給付のみで10000円<U+2198><U+FE0F>
特別児童扶養手当　52500円<U+0001F21A><U+FE0F>
障害児福祉手当　14880円<U+0001F21A><U+FE0F>
サービス利用　37200円自己負担
毎月11万円余り、年間140万円の支援カット。

車椅子も補装具も全額自費。経済的にも精神的にも見捨てられた感じがしんどい...",2022-01-12 09:44:55,"Twitter for iPhone",76,31,"x1481182895918432262","k6722053","あゆみ",65,125,65,"","4 児の母。卒後10年くらいの乳腺外科医。娘は脳性麻痺で手帳1級も、一生懸命働いてるのがあだになって、車椅子、装具、ぜーんぶ自費で100万超。児童手当ほぼなし。特別児童扶養手当なし。障害児福祉手当なし。虚し、アホらし。",FALSE,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/m45dfnbpd9/status/1481387326739664896","ちまっぴー","","1児の母、共働き会社員（育休中） <U+0001F34E> 子供を産んでから政治や未来について考えるようになりました。<U+0001F34E><U+0001F340>子育て政策における #所得制限反対 多くの方に当事者意識を持ってほしい<U+0001F34E>",,FALSE,256,300,6,3541,6550,2021-08-31 03:40:17,FALSE,,,,"https://pbs.twimg.com/profile_banners/1432548625805037575/1635153592",,"http://pbs.twimg.com/profile_images/1432549665946230787/hJG2i83P_normal.jpg"
"x139589647","x1481387316329721856",2022-01-12 22:07:13,"BUKA_G","たくさん感染しても許容する戦略の欠点

１　後遺症の人を増やす
２　労働力に悪影響
３　教育への悪影響
４　変異の機会を増やす
５　医療逼迫
６　経済的にも負担

""高発生率許容戦略は皮肉な事に防ごうとした厳しい制限が結果的に起こる事につながる。発生率上昇に伴い結局より厳しい措置が必要に""","ツイタマ for Android",140,,,,FALSE,TRUE,0,75,,,,,,,,,,,,,,,,"x3228089262","shuichiotsu","ja",,,,,,,,,,,,,,,,"x1481276390972755973","たくさん感染しても許容する戦略の欠点

１　後遺症の人を増やす
２　労働力に悪影響
３　教育への悪影響
４　変異の機会を増やす
５　医療逼迫
６　経済的にも負担

""高発生率許容戦略は皮肉な事に防ごうとした厳しい制限が結果的に起こる事につながる。発生率上昇に伴い結局より厳しい措置が必要に""",2022-01-12 14:46:27,"Twitter Web App",215,75,"x3228089262","shuichiotsu","大津秀一<U+0001F340>早期からの緩和ケア医師<U+0001F340>緩和院長<U+0001F340>緩和専門クリニック<U+0001F340>「どこでも緩和」で全国対応",17465,389,9268,"","緩和ケア医／正しい医療情報の広がりと理解が皆の幸せにつながると発信／著書65万部／18年日本初早期緩和クリニック／どこでも緩和で全国相談／個別質問は遠隔相談下さい／14万人登録ch<U+27A1><U+FE0F>https://t.co/MeJ5m5QS09<U+0001F340>医療監修者／Yahooオーサー／いつどこでも緩和ケアが提供される社会を目指し緩和・医療呟きます",TRUE,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/BUKA_G/status/1481387316329721856","部下G@祝KinKi Kids25周年","シウマイの国(・∀・)","某魚と車なftrが好きすぎです！
よくかっこいい＆かわいいBOTとなっております(・∀・)
雪崩はNGマシュマロでね！
あんち退散！！！",,FALSE,439,1326,13,214855,19253,2010-05-03 02:51:05,FALSE,,,,"https://pbs.twimg.com/profile_banners/139589647/1502204474","http://abs.twimg.com/images/themes/theme11/bg.gif","http://pbs.twimg.com/profile_images/1428353497288744983/wV_JFO4q_normal.png"
"x988400422678183939","x1481387315196882945",2022-01-12 22:07:13,"ciel_fairan","60兆円の税収で100兆円の予算を組み、財政赤字を出すことが何か悪いことであるかのように言う人がいる。
とんでもない！
国民経済から吸い上げる額よりも多くの額を政府は支出しているのだ。
その差額分はまるまる国民経済側に残る。
ある場合は社会保障費として。
また、ある場合は公共事業として。","Twitter for Android",140,,,,FALSE,TRUE,0,233,,,,,,,,,,,,,,,,"x252831977","tomoya_1973","ja",,,,,,,,,,,,,,,,"x1481034386728361993","60兆円の税収で100兆円の予算を組み、財政赤字を出すことが何か悪いことであるかのように言う人がいる。
とんでもない！
国民経済から吸い上げる額よりも多くの額を政府は支出しているのだ。
その差額分はまるまる国民経済側に残る。
ある場合は社会保障費として。
また、ある場合は公共事業として。",2022-01-11 22:44:48,"Twitter Web App",530,233,"x252831977","tomoya_1973","TOMOYA<U+0001F408><U+200D><U+2B1B><U+0001F43E>",4427,1326,38611,"YouTubeやってます<U+2728><U+0001F449><U+0001F447>","2010年12月法人成り（12期目）／反緊縮（積極財政）支持、消費税減税→廃止へ／山本太郎とれいわ新選組と須藤元気を応援しています／家族4人（妻、高1、中1）＋猫1<U+0001F431>／北海道在住",FALSE,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/ciel_fairan/status/1481387315196882945","フェイラン","アヴァロン","最近鬱+視野狭窄気味リア狂人。
七次元端末でヴァイオレット・エヴァーガーデン崇拝者でALTER EGOの旅人、エスロジのアトリエみて壁殴る背景でTRPGプレイヤーです。
TRPGは主にダブルクロスオリジナルキャンペーンやったりするGMﾃﾞｽ。
所持ルルブ1、2、上級、IC、EA、LM、HR、PE、RW、BC、UG、RU","https://t.co/3xZCDvzBwd",FALSE,488,2650,12,68982,66803,2018-04-23 12:53:19,FALSE,"https://t.co/3xZCDvzBwd","https://peing.net/ja/me/home",,"https://pbs.twimg.com/profile_banners/988400422678183939/1526346509","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/1162708820759441408/MszaJAyS_normal.jpg"
"x1382933669396897793","x1481387313632788483",2022-01-12 22:07:13,"kish_omoseka","おはようございます<U+2600><U+FE0F>

これから時代の人生設計は、
１つの会社に勤めて仕事を行う「富士山型」ではなく、
１つの山を登っては下り、また新しい仕事に挑戦する『八ヶ岳型』にシフトしている。

「もういい年齢だから」は、時代遅れの言い訳。

写真は週間東洋経済1/15 P62より引用

#おは戦40113jm https://t.co/hqM9buGpWO","Twitter Web App",152,,,,FALSE,FALSE,2,0,,,"おは戦40113jm",,,,,"http://pbs.twimg.com/media/FI7xStzaQAIBELb.jpg","https://t.co/hqM9buGpWO","https://twitter.com/kish_omoseka/status/1481387313632788483/photo/1","photo","http://pbs.twimg.com/media/FI7xStzaQAIBELb.jpg","https://t.co/hqM9buGpWO","https://twitter.com/kish_omoseka/status/1481387313632788483/photo/1",,,,"ja",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/kish_omoseka/status/1481387313632788483","キッシュ@教育系LINE構築家<U+0001F528>","","学校現場経験者アリ/教師(ki)の仕事(s)を減らしたい(h)/教育をITの力で支える/今後の計画：事業①LINE公式アカウント・Lステップを学校に導入して教師の手間を減らす/事業②教師専門人材派遣システムを構築/事業③部活動外部コーチと大学生のマッチングシステムを構築/超スモールスタート中<U+0001F31F>/#LINEマーケラボ",,FALSE,117,156,8,211,1122,2021-04-16 05:47:42,FALSE,,,,"https://pbs.twimg.com/profile_banners/1382933669396897793/1639802211",,"http://pbs.twimg.com/profile_images/1471964814834823169/Bx9bShES_normal.jpg"
"x1273065259243155456","x1481387309576880130",2022-01-12 22:07:12,"OnetreeJp","キッチンカー売れ行き好調 和歌山の男性2人が製作、デザイン「爽やか」｜経済｜セレクト記事｜京都新聞 - 京都新聞
https://t.co/0ir62i9b5I
2022/01/13 07:07:12","FaceTraining",100,,,,FALSE,FALSE,0,0,,,,,"kyoto-np.co.jp/articles/-/707…","https://t.co/0ir62i9b5I","https://www.kyoto-np.co.jp/articles/-/707584",,,,,,,,,,,"ja",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/OnetreeJp/status/1481387309576880130","one-tree(インテリア・デザイン相互フォロー)","","インテリア・デザイン関連の情報を発信してしております。相互フォロー100%宜しくお願いします。","https://t.co/oO7CDT8EXz",FALSE,706,833,2,13617,9,2020-06-17 01:31:22,FALSE,"https://t.co/oO7CDT8EXz","https://www.one-tree.jp/",,"https://pbs.twimg.com/profile_banners/1273065259243155456/1593013148",,"http://pbs.twimg.com/profile_images/1273067683903229952/JfLBnuSO_normal.jpg"
"x18890015","x1481387293856645121",2022-01-12 22:07:08,"toto0master","結果、日本経済の低迷！！！！
原発停止に加え、電力自由化で
日本の電力網は脆弱になっています！！！
利権を追う携帯電話やまで電気を販売！！！
ソーラーパネル利権なぞ迷惑だけだ！！！","Twitter for iPhone",104,,,,FALSE,TRUE,0,10,,,,,,,,,,,,,,,,"x361053069","gatapi21","ja",,,,,,,,,,,,,,,,"x1481385990857973763","結果、日本経済の低迷！！！！
原発停止に加え、電力自由化で
日本の電力網は脆弱になっています！！！
利権を追う携帯電話やまで電気を販売！！！
ソーラーパネル利権なぞ迷惑だけだ！！！",2022-01-12 22:01:57,"Twitter Web App",44,10,"x361053069","gatapi21","高田純　理学博士",35590,382,11895,"","令和は未曽有の危機、科学力で国を御守りする。手塚治虫のSF漫画で育ったアトムの子。子供のとき伝書鳩レース、学生時代に登山、核放射線・新材料研究の物理学者、そして核放射線防護科学の専門家、最後のテーマが日本文明、 信念の科学者  福島軽水炉事象2011はINESレベル６．新刊「脱原発は中共の罠」「誇りある日本文明」",FALSE,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/toto0master/status/1481387293856645121","toto0master","","",,FALSE,98,270,9,20692,15839,2009-01-12 03:34:21,FALSE,,,,,"http://abs.twimg.com/images/themes/theme5/bg.gif","http://pbs.twimg.com/profile_images/572215657/icon_normal.jpg"
"x19571163","x1481387291054469125",2022-01-12 22:07:07,"flattop01","基礎的財政収支の「黒字」化、26年度に1年「前倒し」  政府見通し（日経）
https://t.co/y87aOHK4jb
ーー狐につままれた思いの向きもあろうが、経済の伸びを税収の伸びが上回っている。結果的に税収(国民の税負担)のGDP比は上昇。","Twitter for Android",140,,,,FALSE,TRUE,0,18,,,,,"nikkei.com/article/DGXZQO…","https://t.co/y87aOHK4jb","https://www.nikkei.com/article/DGXZQOUA129A10S2A110C2000000/",,,,,,,,,"x3177381282","yoichitakita","ja",,,,,,,,,,,,,,,,"x1481268958561185796","基礎的財政収支の「黒字」化、26年度に1年「前倒し」  政府見通し（日経）
https://t.co/y87aOHK4jb
ーー狐につままれた思いの向きもあろうが、経済の伸びを税収の伸びが上回っている。結果的に税収(国民の税負担)のGDP比は上昇。",2022-01-12 14:16:55,"Twitter Web App",46,18,"x3177381282","yoichitakita","滝田洋一（日本経済新聞）",34701,40,18642,"","日本経済新聞編集委員、テレビ東京ワールドビジネスサテライト（ＷＢＳ）解説キャスター。経済や金融ばかりでなく、テレビでは様々な分野にチャレンジします。",TRUE,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/flattop01/status/1481387291054469125","Y_Kobayashi","","個人の確認用でついろぐい保存用。飛行機関係多め。自転車も","http://t.co/t04rXsUV60",FALSE,621,619,21,177247,48538,2009-01-27 01:41:13,FALSE,"http://t.co/t04rXsUV60","http://twilog.org/flattop01",,,"http://abs.twimg.com/images/themes/theme4/bg.gif","http://pbs.twimg.com/profile_images/3660426518/6a6bd52e469936710db4d41a2ff01bb4_normal.jpeg"
"x1043470161892716544","x1481387286118146048",2022-01-12 22:07:06,"aoitori_julie","はい、これで日本がデフレから脱却できず、経済成長もしないことが決まりました。 https://t.co/81bR4OwQ8K","Twitter for Android",79,,,,FALSE,TRUE,0,389,,,,,"news.yahoo.co.jp/articles/c95ec…","https://t.co/81bR4OwQ8K","https://news.yahoo.co.jp/articles/c95ecf47b9fc708c9d557bee6cdd5f67b5ec2f22",,,,,,,,,"x252831977","tomoya_1973","ja",,,,,,,,,,,,,,,,"x1481232540342321153","はい、これで日本がデフレから脱却できず、経済成長もしないことが決まりました。 https://t.co/81bR4OwQ8K",2022-01-12 11:52:12,"Twitter for iPhone",621,389,"x252831977","tomoya_1973","TOMOYA<U+0001F408><U+200D><U+2B1B><U+0001F43E>",4427,1326,38611,"YouTubeやってます<U+2728><U+0001F449><U+0001F447>","2010年12月法人成り（12期目）／反緊縮（積極財政）支持、消費税減税→廃止へ／山本太郎とれいわ新選組と須藤元気を応援しています／家族4人（妻、高1、中1）＋猫1<U+0001F431>／北海道在住",FALSE,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/aoitori_julie/status/1481387286118146048","rice sprout<U+0001F331>","青い鳥の住む美しい島<U+0001F334>","ジュリさまは日本一どころか世界一のエンターテイナーだと思っています<U+261D><U+FE0F>このところ政権批判が多ございますが、子供達に平和な未来を残す為です。フォロー頂く際はご了承願います<U+0001F647>(ここはあくまでもジュリさま垢なので申し訳ありませんが政治垢のフォローはご遠慮します<U+0001F647>ただし、鬼畜菅政権を倒す為にRT等はやらせて頂きます)","https://t.co/ybM5gtrAML",FALSE,681,309,15,137867,72434,2018-09-22 12:00:48,FALSE,"https://t.co/ybM5gtrAML","https://youtu.be/7qnCuckLIbA",,"https://pbs.twimg.com/profile_banners/1043470161892716544/1584401873",,"http://pbs.twimg.com/profile_images/1414121061164085251/p0rXIGgI_normal.jpg"
"x1318397333998948353","x1481387284326850561",2022-01-12 22:07:06,"robo7c7c1","1面準トップ

【独自】先端技術育成、研究者公募し官民協議会…経済安保で「けた違い」の資金 : 読売新聞オンライン
https://t.co/UcwU121saX","Twitter Web App",81,,,,FALSE,FALSE,0,0,,,,,"yomiuri.co.jp/politics/20220…","https://t.co/UcwU121saX","https://www.yomiuri.co.jp/politics/20220112-OYT1T50285/",,,,,,,,,,,"ja",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/robo7c7c1/status/1481387284326850561","ナナシ・転生垢・ロボ","ふぐすま県ふぐすま市","－ふぐすまは負けない－
大ずみん党をドブ板から支えて30年
※クライアント間連携の為「お気に入り」を付ける場合あり","https://t.co/LouGSWJJsk",FALSE,1023,180,47,24703,3962,2020-10-20 03:43:44,FALSE,"https://t.co/LouGSWJJsk","http://7c7c.seesaa.net/",,,,"http://pbs.twimg.com/profile_images/1318412579513880576/soXTmh1i_normal.jpg"
"x1312648906111512576","x1481387277251088384",2022-01-12 22:07:04,"TruemanSasaki","愛国心のない大学教授・学術会議は不要！に共感の方はRT
＃DOJ　
反町キャスター「日本学術会議の事を思い出して官民・学はこの中に入らないんですか？」
高市会長「官民・学も入るんでしょうよ！学術分野の方に相当神経質になって頂かないと経済安全保障の確立は出来ない！」
#国防の誇りを取り戻そう https://t.co/xspKZ25egR","Twitter for Android",140,,,,FALSE,TRUE,0,687,,,"DOJ",,,,,,,,,,,,,"x1141977372096266241","8ueBd6tf29iYRpZ","ja",,,,,,,,,,,,,,,,"x1481275497200103426","愛国心のない大学教授・学術会議は不要！に共感の方はRT
＃DOJ　
反町キャスター「日本学術会議の事を思い出して官民・学はこの中に入らないんですか？」
高市会長「官民・学も入るんでしょうよ！学術分野の方に相当神経質になって頂かないと経済安全保障の確立は出来ない！」
#国防の誇りを取り戻そう https://t.co/xspKZ25egR",2022-01-12 14:42:53,"Twitter Web App",1642,687,"x1141977372096266241","8ueBd6tf29iYRpZ","FUKUDA MAKOTO 【DOJ<U+0001F6E1>No.0001】",46283,46480,142969,"日本 兵庫","交通事故に遭い<U+267F><U+FE0F>重い障碍<U+0001F6CF><U+FE0F>難病も患い人生180度大転換！ 
海外生活を模索しましたが、やはり離れる事が出来ない国が祖国日本でした<U+0001F38C>
 #DOJ2020<U+24B8>(Defence of Japan)を創設！
 <U+0001F1EF><U+0001F1F5>日本大好きな方、相互フォローの輪をに広げましょう！
 ＠Teamdoj サブ垢フォローお願い致します！",FALSE,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/TruemanSasaki/status/1481387277251088384","佐々木真人","","東京大学准教授 (Associate Professor of The University of Tokyo), 宇宙素粒子物理（Astroparticle Physics）
https://t.co/YML8gXVphW","https://t.co/zGXVoria9Y",FALSE,878,806,9,2713,5112,2020-10-04 07:01:18,FALSE,"https://t.co/zGXVoria9Y","http://www.icrr.u-tokyo.ac.jp/~sasakim",,"https://pbs.twimg.com/profile_banners/1312648906111512576/1618712804",,"http://pbs.twimg.com/profile_images/1381227183746654209/NKrkJbF8_normal.jpg"
"x1054492102699044865","x1481387275799859200",2022-01-12 22:07:04,"che_houkei","馬、馬、馬、経済はロシアの踏まない馬！","twittbot.net",19,,,,FALSE,FALSE,0,0,,,,,,,,,,,,,,,,,,"ja",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/che_houkei/status/1481387275799859200","痴呆系","","素晴らしき痴呆老人の世界！！早田工二と直崎人士による『痴呆系』（データハウス出版）のbot。",,FALSE,190,246,11,43144,47317,2018-10-22 21:58:03,FALSE,,,,"https://pbs.twimg.com/profile_banners/1054492102699044865/1540246324",,"http://pbs.twimg.com/profile_images/1054495621963378688/m4de8jk5_normal.jpg"
"x1456246156195889153","x1481387269659705346",2022-01-12 22:07:02,"kojosin396","オミクロンは、軽症だから経済回しながら対策しろっていうけど、人流抑制しない対策で、収束すると思えない。重症化しやすい高齢者や基礎疾患のある人は、罹って重症化しても仕方ないって聴こえて、恐怖しか感じない。","Twitter for Android",119,,,,FALSE,TRUE,0,9,,,,,,,,,,,,,,,,"x1267240933818417152","SeaandLemon1","ja",,,,,,,,,,,,,,,,"x1481376151058939904","オミクロンは、軽症だから経済回しながら対策しろっていうけど、人流抑制しない対策で、収束すると思えない。重症化しやすい高齢者や基礎疾患のある人は、罹って重症化しても仕方ないって聴こえて、恐怖しか感じない。",2022-01-12 21:22:51,"Twitter for iPhone",19,9,"x1267240933818417152","SeaandLemon1","Sea and Lemon",117,648,15182,"","瀬戸内レモンです。
レモンの気持ちでしょっぱくツイート
自由、平等、友愛。真実を愛しています。
天皇制反対、在日米軍・辺野古新基地いらない、原発もいらない。必要なのは、愛だろ愛。
My favorite artists. Michael Jackson, 2pac, hide, moment joon, etc",FALSE,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/kojosin396/status/1481387269659705346","千歳飴<U+0001F36C>","","Twitterが、わからずお返事できません。DMは住所、名前、個人の生活を聞くとか仕事は、なに？とか変態無言、裸の映像はお断りします。ブロックする事もあります。お返事はしません。宜しくお願い申し上げます。",,FALSE,933,2112,17,58571,56845,2021-11-04 13:05:58,FALSE,,,,,,"http://pbs.twimg.com/profile_images/1456246343387664384/o0eSWLnm_normal.png"
