Date,PI_A,PriceIndex_A,PriceIndex_B,Display_A,Display_B
2001/11/08,1.533 ,1.000 ,0.881 ,0,0
2001/11/09,1.144 ,1.000 ,0.881 ,0,0
2001/11/10,0.284 ,1.000 ,0.881 ,0,0
2001/11/11,1.465 ,0.986 ,0.873 ,0,0
2001/11/12,1.606 ,1.000 ,0.881 ,0,0
2001/11/13,2.603 ,1.000 ,0.881 ,0,0
2001/11/14,0.644 ,1.000 ,0.881 ,0,0
2001/11/15,0.851 ,0.873 ,0.539 ,0,1
2001/11/16,0.965 ,0.873 ,0.676 ,0,1
2001/11/17,1.366 ,0.873 ,0.676 ,0,1
2001/11/18,2.507 ,0.873 ,0.676 ,0,1
2001/11/19,0.926 ,0.873 ,0.676 ,0,1
2001/11/20,1.830 ,0.873 ,0.676 ,0,1
2001/11/22,0.794 ,0.873 ,0.676 ,0,1
2001/11/23,2.396 ,0.873 ,0.676 ,0,1
2001/11/24,3.837 ,0.873 ,0.676 ,0,1
2001/11/25,2.291 ,0.856 ,0.662 ,0,1
2001/11/26,4.253 ,0.873 ,0.784 ,0,0
2001/11/27,3.723 ,0.873 ,1.000 ,0,0
2001/11/28,2.925 ,0.873 ,1.000 ,0,0
2001/11/29,2.448 ,0.873 ,1.000 ,0,0
2001/11/30,4.251 ,0.873 ,1.000 ,0,0
2001/12/01,3.680 ,0.873 ,1.000 ,0,0
2001/12/02,3.868 ,0.873 ,1.000 ,0,0
2001/12/03,4.356 ,0.873 ,0.980 ,0,0
2001/12/04,4.435 ,0.873 ,1.000 ,0,0
2001/12/05,1.842 ,0.873 ,1.000 ,0,0
2001/12/06,2.268 ,0.873 ,1.000 ,0,0
2001/12/07,4.136 ,0.873 ,1.000 ,0,0
2001/12/08,5.863 ,0.873 ,1.000 ,0,0
2001/12/09,1.440 ,0.861 ,0.531 ,0,1
2001/12/10,2.369 ,0.873 ,0.528 ,0,0
2001/12/11,3.560 ,0.873 ,0.518 ,0,1
2001/12/12,1.794 ,0.873 ,0.522 ,0,1
2001/12/13,1.038 ,0.851 ,0.523 ,0,1
2001/12/14,2.358 ,0.873 ,0.516 ,0,1
2001/12/15,2.759 ,0.873 ,0.520 ,0,1
2001/12/16,64.702 ,0.547 ,0.509 ,1,1
2001/12/17,24.486 ,0.627 ,0.522 ,1,1
2001/12/18,11.679 ,0.627 ,0.522 ,1,1
2001/12/19,15.585 ,0.627 ,0.527 ,1,1
2001/12/20,4.551 ,0.627 ,0.521 ,1,1
2001/12/21,5.538 ,0.623 ,0.523 ,1,1
2001/12/22,7.212 ,0.625 ,0.521 ,1,1
2001/12/23,1.646 ,0.622 ,0.507 ,0,0
2001/12/24,0.970 ,0.627 ,0.525 ,0,0
2001/12/25,6.306 ,0.625 ,0.799 ,0,0
2001/12/26,3.442 ,0.627 ,0.696 ,0,0
2001/12/27,3.117 ,0.627 ,0.881 ,0,0
2001/12/28,30.288 ,0.556 ,0.881 ,0,0
2001/12/29,13.250 ,0.627 ,0.881 ,0,0
2001/12/30,12.130 ,0.626 ,0.881 ,0,0
2001/12/31,13.491 ,0.624 ,0.875 ,0,0
2002/01/01,4.631 ,0.627 ,0.881 ,0,0
2002/01/02,2.583 ,0.627 ,0.881 ,0,0
2002/01/03,12.342 ,0.627 ,0.881 ,0,0
2002/01/04,4.731 ,0.627 ,1.000 ,0,0
2002/01/05,9.462 ,0.627 ,0.881 ,0,0
2002/01/06,8.494 ,0.616 ,0.881 ,0,0
2002/01/07,13.830 ,0.627 ,0.881 ,0,0
2002/01/08,9.334 ,0.627 ,0.881 ,1,0
2002/01/09,8.398 ,0.617 ,1.000 ,1,0
2002/01/10,10.404 ,0.622 ,0.881 ,1,0
2002/01/11,5.678 ,0.624 ,0.881 ,1,0
2002/01/12,1.404 ,0.627 ,0.881 ,0,0
2002/01/13,0.530 ,0.813 ,0.864 ,0,0
2002/01/14,0.794 ,1.000 ,0.871 ,0,0
2002/01/15,2.125 ,1.000 ,0.871 ,0,0
2002/01/16,0.756 ,0.972 ,0.881 ,0,0
2002/01/17,3.575 ,0.873 ,1.000 ,0,0
2002/01/18,3.227 ,0.863 ,1.000 ,0,0
2002/01/19,4.906 ,0.867 ,1.000 ,0,0
2002/01/20,3.663 ,0.870 ,0.990 ,0,0
2002/01/21,3.191 ,0.873 ,1.000 ,0,0
2002/01/22,4.066 ,0.862 ,1.000 ,0,0
2002/01/23,2.879 ,0.873 ,1.000 ,0,0
2002/01/24,4.793 ,0.873 ,1.000 ,0,0
2002/01/25,3.243 ,0.873 ,1.000 ,0,0
2002/01/26,1.994 ,0.873 ,1.000 ,0,0
2002/01/27,4.128 ,0.860 ,1.000 ,0,0
2002/01/28,3.396 ,0.873 ,1.000 ,0,0
2002/01/29,0.660 ,0.873 ,1.000 ,0,0
2002/01/30,5.946 ,0.873 ,1.000 ,0,0
2002/01/31,4.027 ,0.864 ,1.000 ,0,0
2002/02/01,2.372 ,0.873 ,1.000 ,0,0
2002/02/02,4.325 ,0.858 ,1.000 ,0,0
2002/02/03,1.603 ,0.842 ,0.668 ,0,1
2002/02/04,2.116 ,0.846 ,0.671 ,0,1
2002/02/05,4.066 ,0.873 ,0.676 ,0,0
2002/02/06,2.805 ,0.867 ,0.676 ,0,0
2002/02/07,4.305 ,0.872 ,0.676 ,0,0
2002/02/08,4.638 ,0.869 ,0.676 ,0,0
2002/02/09,4.225 ,0.864 ,0.676 ,0,0
2002/02/10,1.623 ,0.855 ,0.563 ,0,1
2002/02/11,2.545 ,0.867 ,0.676 ,0,1
2002/02/12,1.741 ,0.873 ,0.676 ,0,1
2002/02/13,1.175 ,0.873 ,0.673 ,0,1
2002/02/14,2.263 ,0.868 ,1.000 ,0,0
2002/02/15,2.905 ,0.867 ,1.000 ,0,0
2002/02/16,3.408 ,0.869 ,1.000 ,0,0
2002/02/17,3.868 ,0.863 ,0.969 ,0,0
2002/02/18,2.627 ,0.873 ,1.000 ,0,0
2002/02/19,2.282 ,0.873 ,1.000 ,0,0
2002/02/21,1.043 ,1.000 ,0.604 ,0,1
2002/02/22,0.600 ,0.952 ,0.881 ,0,1
2002/02/23,1.623 ,0.993 ,0.881 ,0,1
2002/02/24,0.716 ,0.984 ,0.800 ,0,1
2002/02/25,0.306 ,1.000 ,0.812 ,0,1
2002/02/26,2.759 ,1.000 ,0.812 ,0,1
2002/02/27,3.542 ,1.000 ,0.809 ,0,1
2002/02/28,0.975 ,1.000 ,0.807 ,0,0
2002/03/01,0.733 ,1.000 ,0.810 ,0,0
2002/03/02,0.538 ,1.000 ,0.810 ,0,0
2002/03/03,1.635 ,1.000 ,0.812 ,0,1
2002/03/04,0.620 ,1.000 ,0.799 ,0,1
2002/03/05,1.207 ,1.000 ,0.810 ,0,1
2002/03/06,1.328 ,1.000 ,0.801 ,0,1
2002/03/07,0.292 ,1.000 ,0.812 ,0,0
2002/03/08,1.236 ,1.000 ,0.812 ,0,0
2002/03/09,0.275 ,1.000 ,0.806 ,0,0
2002/03/10,1.057 ,0.990 ,0.820 ,0,0
2002/03/11,1.598 ,1.000 ,0.881 ,0,0
2002/03/12,0.571 ,1.000 ,0.881 ,0,0
2002/03/13,0.294 ,1.000 ,0.877 ,0,1
2002/03/14,0.278 ,1.000 ,0.605 ,0,1
2002/03/15,0.298 ,1.000 ,0.604 ,0,1
2002/03/16,0.258 ,1.000 ,0.604 ,0,1
2002/03/17,0.442 ,1.000 ,0.881 ,0,1
2002/03/18,0.298 ,1.000 ,0.808 ,0,1
2002/03/19,62.945 ,0.348 ,0.812 ,0,1
2002/03/20,56.439 ,0.345 ,0.812 ,0,1
2002/03/21,9.574 ,0.695 ,0.795 ,1,1
2002/03/22,10.762 ,0.693 ,0.805 ,1,1
2002/03/23,8.795 ,0.687 ,0.812 ,1,1
2002/03/24,11.286 ,0.686 ,0.812 ,0,0
2002/03/25,7.456 ,0.694 ,0.812 ,1,1
2002/03/26,2.979 ,0.697 ,0.793 ,0,1
2002/03/27,2.355 ,0.697 ,0.802 ,0,1
2002/03/28,1.294 ,0.697 ,0.812 ,0,1
2002/03/29,1.265 ,0.854 ,0.812 ,0,1
2002/03/30,3.298 ,0.872 ,0.812 ,0,1
2002/03/31,1.082 ,0.873 ,0.795 ,0,1
2002/04/01,1.840 ,0.870 ,0.806 ,0,1
2002/04/02,1.491 ,0.873 ,0.801 ,0,1
2002/04/03,2.100 ,0.861 ,0.812 ,0,1
2002/04/04,1.743 ,0.873 ,1.000 ,0,0
2002/04/05,1.491 ,0.873 ,1.000 ,0,0
2002/04/06,2.962 ,0.873 ,1.000 ,0,0
2002/04/07,57.655 ,0.552 ,0.989 ,1,0
2002/04/08,2.284 ,0.866 ,1.000 ,1,0
2002/04/09,1.710 ,0.873 ,1.000 ,1,0
2002/04/10,3.631 ,0.865 ,1.000 ,1,0
2002/04/11,3.092 ,0.873 ,1.000 ,1,0
2002/04/12,2.287 ,0.873 ,1.000 ,1,0
2002/04/13,2.567 ,0.873 ,1.000 ,1,0
2002/04/14,5.454 ,0.856 ,0.949 ,1,0
2002/04/15,3.946 ,0.862 ,1.000 ,1,0
2002/04/16,3.325 ,0.873 ,1.000 ,1,0
2002/04/17,2.596 ,0.873 ,1.000 ,1,0
2002/04/18,1.953 ,0.878 ,0.812 ,1,0
2002/04/19,1.493 ,0.873 ,0.812 ,1,0
2002/04/20,1.273 ,0.873 ,0.812 ,1,0
2002/04/21,0.496 ,1.000 ,0.539 ,0,1
2002/04/22,0.285 ,0.912 ,0.630 ,0,1
2002/04/23,0.277 ,1.000 ,0.631 ,0,1
2002/04/24,0.840 ,1.000 ,0.634 ,0,1
2002/04/25,0.336 ,1.000 ,0.638 ,0,1
2002/04/26,0.935 ,0.991 ,0.639 ,0,1
2002/04/27,0.754 ,1.000 ,0.636 ,0,1
2002/04/28,0.240 ,1.000 ,0.633 ,0,1
2002/04/29,0.241 ,1.000 ,0.642 ,0,1
2002/04/30,0.303 ,1.000 ,0.638 ,0,0
2002/05/01,0.228 ,1.000 ,0.636 ,0,1
2002/05/02,0.296 ,1.000 ,0.642 ,0,1
2002/05/03,0.286 ,1.000 ,0.634 ,0,1
2002/05/04,0.278 ,1.000 ,0.638 ,0,1
2002/05/05,0.949 ,1.000 ,0.533 ,0,1
2002/05/06,0.229 ,1.000 ,0.635 ,0,1
2002/05/07,0.339 ,1.000 ,0.640 ,0,1
2002/05/08,0.919 ,1.000 ,0.640 ,0,1
2002/05/09,0.852 ,1.000 ,0.640 ,0,1
2002/05/10,0.696 ,1.000 ,0.642 ,0,1
2002/05/11,0.247 ,1.000 ,0.631 ,0,1
2002/05/12,0.422 ,0.981 ,0.630 ,0,1
2002/05/13,0.940 ,1.000 ,0.637 ,0,1
2002/05/14,0.775 ,0.975 ,0.641 ,0,1
2002/05/15,0.298 ,1.000 ,0.638 ,0,1
2002/05/16,2.719 ,0.832 ,0.639 ,0,1
2002/05/17,2.718 ,0.833 ,0.642 ,0,1
2002/05/18,1.856 ,0.838 ,0.642 ,0,1
2002/05/19,1.918 ,0.838 ,0.642 ,0,1
2002/05/20,0.318 ,1.000 ,0.636 ,0,1
2002/05/21,0.867 ,0.838 ,0.638 ,0,0
2002/05/22,0.986 ,0.838 ,0.642 ,0,1
2002/05/23,3.347 ,0.838 ,0.642 ,0,1
2002/05/24,1.248 ,0.838 ,0.642 ,0,1
2002/05/25,1.309 ,0.838 ,0.640 ,0,1
2002/05/26,3.009 ,0.828 ,0.821 ,0,0
2002/05/27,1.531 ,0.838 ,1.000 ,0,0
2002/05/28,2.889 ,0.826 ,1.000 ,0,0
2002/05/29,2.751 ,0.838 ,1.000 ,0,0
2002/05/30,3.355 ,0.838 ,1.000 ,0,0
2002/05/31,2.786 ,0.838 ,1.000 ,0,0
2002/06/01,1.785 ,0.838 ,1.000 ,0,0
2002/06/02,2.682 ,0.838 ,1.000 ,0,0
2002/06/03,2.407 ,0.838 ,1.000 ,0,0
2002/06/04,3.001 ,0.838 ,1.000 ,0,0
2002/06/05,1.854 ,0.827 ,1.000 ,0,0
2002/06/06,1.892 ,0.838 ,1.000 ,0,0
2002/06/07,3.155 ,0.838 ,1.000 ,0,0
2002/06/08,2.430 ,0.838 ,1.000 ,0,0
2002/06/09,1.411 ,0.826 ,0.529 ,0,1
2002/06/10,0.296 ,0.838 ,0.671 ,0,1
2002/06/11,0.293 ,0.838 ,0.674 ,0,1
2002/06/13,1.778 ,0.827 ,0.676 ,0,1
2002/06/14,0.889 ,0.838 ,0.670 ,0,1
2002/06/15,0.753 ,0.838 ,0.672 ,0,1
2002/06/16,1.640 ,0.838 ,0.676 ,0,1
2002/06/17,0.287 ,0.838 ,0.673 ,0,1
2002/06/18,2.454 ,0.838 ,0.676 ,0,1
2002/06/19,0.863 ,0.838 ,0.676 ,0,1
2002/06/20,0.670 ,1.000 ,0.676 ,0,1
2002/06/21,1.188 ,1.000 ,0.673 ,0,1
2002/06/22,1.036 ,1.000 ,0.676 ,0,1
2002/06/23,0.229 ,1.000 ,0.664 ,0,1
2002/06/24,0.914 ,1.000 ,0.675 ,0,1
2002/06/25,0.317 ,1.000 ,0.672 ,0,1
2002/06/26,0.957 ,1.000 ,0.675 ,0,1
2002/06/27,0.317 ,1.000 ,0.676 ,0,0
2002/06/28,2.024 ,1.000 ,0.812 ,0,0
2002/06/29,1.508 ,1.000 ,0.812 ,0,0
2002/06/30,0.846 ,1.000 ,0.801 ,0,0
2002/07/01,0.229 ,1.000 ,0.812 ,0,0
2002/07/02,1.120 ,1.000 ,0.812 ,0,0
2002/07/03,0.297 ,1.000 ,0.812 ,0,0
2002/07/04,0.281 ,1.000 ,0.797 ,0,0
2002/07/05,0.585 ,1.000 ,0.805 ,0,0
2002/07/06,0.254 ,1.000 ,0.803 ,0,0
2002/07/07,0.196 ,1.000 ,0.532 ,0,1
2002/07/08,0.277 ,1.000 ,0.676 ,0,1
2002/07/09,0.281 ,1.000 ,0.669 ,0,1
2002/07/10,0.328 ,1.000 ,0.676 ,0,1
2002/07/11,2.060 ,1.000 ,0.670 ,0,1
2002/07/12,0.272 ,1.000 ,0.671 ,0,1
2002/07/13,0.492 ,1.000 ,0.676 ,0,0
2002/07/14,0.620 ,0.984 ,0.801 ,0,0
2002/07/15,0.267 ,1.000 ,0.812 ,0,0
2002/07/16,0.302 ,1.000 ,0.812 ,0,0
2002/07/17,0.894 ,1.000 ,0.809 ,0,0
2002/07/18,2.603 ,0.873 ,1.000 ,0,0
2002/07/19,1.352 ,0.848 ,0.974 ,0,0
2002/07/20,1.449 ,0.838 ,0.974 ,0,0
2002/07/21,2.754 ,0.837 ,0.949 ,0,0
2002/07/22,0.794 ,0.873 ,1.000 ,0,0
2002/07/23,2.437 ,0.865 ,1.000 ,0,0
2002/07/24,1.463 ,0.873 ,1.000 ,0,0
2002/07/25,1.985 ,0.873 ,1.000 ,0,0
2002/07/26,3.935 ,0.867 ,1.000 ,0,0
2002/07/27,2.108 ,0.873 ,1.000 ,0,0
2002/07/28,1.590 ,0.849 ,0.974 ,0,0
2002/07/29,1.122 ,0.873 ,1.000 ,0,0
2002/07/30,2.157 ,0.873 ,1.000 ,0,0
2002/07/31,2.521 ,0.867 ,1.000 ,0,0
2002/08/01,1.647 ,0.873 ,1.000 ,0,0
2002/08/02,0.963 ,0.873 ,1.000 ,0,0
2002/08/03,0.955 ,0.857 ,0.805 ,0,1
2002/08/04,0.626 ,0.873 ,0.539 ,0,1
2002/08/05,2.098 ,0.873 ,0.636 ,0,1
2002/08/06,0.797 ,0.873 ,0.637 ,0,1
2002/08/07,1.149 ,0.869 ,0.636 ,0,1
2002/08/08,0.534 ,0.873 ,0.637 ,0,1
2002/08/09,0.861 ,0.873 ,0.642 ,0,1
2002/08/10,15.359 ,0.623 ,0.642 ,1,1
2002/08/11,12.329 ,0.613 ,0.638 ,1,1
2002/08/12,15.595 ,0.622 ,0.637 ,1,1
2002/08/13,15.184 ,0.624 ,0.640 ,1,1
2002/08/14,20.779 ,0.624 ,0.642 ,1,1
2002/08/15,1.609 ,0.873 ,0.642 ,1,0
2002/08/16,2.462 ,0.869 ,0.812 ,1,0
2002/08/17,2.325 ,0.873 ,0.812 ,1,0
2002/08/18,1.546 ,0.873 ,0.812 ,1,0
2002/08/19,0.901 ,0.873 ,0.812 ,1,0
2002/08/20,0.497 ,0.873 ,0.812 ,1,0
2002/08/22,1.879 ,0.873 ,0.812 ,1,0
2002/08/23,2.946 ,0.873 ,0.812 ,1,0
2002/08/24,1.049 ,0.851 ,0.812 ,1,0
2002/08/25,2.068 ,0.864 ,0.801 ,1,0
2002/08/26,1.891 ,0.873 ,0.812 ,1,0
2002/08/27,1.947 ,0.873 ,0.812 ,1,0
2002/08/28,1.445 ,0.867 ,0.812 ,1,0
2002/08/29,0.546 ,0.873 ,0.812 ,1,0
2002/08/30,0.843 ,1.000 ,0.812 ,0,0
2002/08/31,0.253 ,1.000 ,0.812 ,0,0
2002/09/01,0.354 ,0.996 ,0.808 ,0,0
2002/09/02,0.807 ,1.000 ,0.812 ,0,0
2002/09/03,0.282 ,1.000 ,0.801 ,0,0
2002/09/04,0.870 ,0.987 ,0.805 ,0,0
2002/09/05,0.861 ,1.000 ,0.812 ,0,0
2002/09/06,0.782 ,1.000 ,0.812 ,0,0
2002/09/07,0.998 ,1.000 ,0.812 ,0,0
2002/09/08,0.198 ,1.000 ,0.528 ,0,1
2002/09/09,1.190 ,1.000 ,0.603 ,0,1
2002/09/10,0.277 ,1.000 ,0.604 ,0,1
2002/09/11,0.599 ,1.000 ,0.607 ,0,1
2002/09/12,0.293 ,1.000 ,0.602 ,0,1
2002/09/13,0.291 ,1.000 ,0.602 ,0,1
2002/09/14,0.516 ,1.000 ,0.599 ,0,0
2002/09/15,0.231 ,1.000 ,0.783 ,0,0
2002/09/16,0.801 ,1.000 ,0.812 ,0,0
2002/09/17,0.300 ,1.000 ,0.812 ,0,0
2002/09/18,0.899 ,1.000 ,0.812 ,0,0
2002/09/19,0.876 ,0.838 ,1.000 ,0,0
2002/09/20,1.786 ,0.838 ,1.000 ,0,0
2002/09/21,0.790 ,0.838 ,0.318 ,0,1
2002/09/22,3.138 ,0.822 ,0.974 ,0,0
2002/09/23,1.854 ,0.832 ,1.000 ,0,0
2002/09/24,0.291 ,0.838 ,1.000 ,0,0
2002/09/25,1.781 ,0.834 ,1.000 ,0,0
2002/09/26,1.463 ,0.838 ,1.000 ,0,0
2002/09/27,1.690 ,0.838 ,1.000 ,0,0
2002/09/28,0.834 ,0.838 ,1.000 ,0,0
2002/09/29,2.068 ,0.838 ,1.000 ,0,0
2002/09/30,1.924 ,0.838 ,1.000 ,0,0
2002/10/01,1.677 ,0.838 ,1.000 ,0,0
2002/10/02,3.055 ,0.838 ,0.983 ,0,1
2002/10/03,0.854 ,0.838 ,0.602 ,0,1
2002/10/04,3.533 ,0.838 ,0.603 ,0,1
2002/10/05,1.908 ,0.838 ,0.604 ,0,1
2002/10/06,1.004 ,0.821 ,0.881 ,0,1
2002/10/07,1.907 ,0.838 ,0.881 ,0,1
2002/10/08,2.155 ,0.838 ,0.876 ,0,0
2002/10/09,2.606 ,0.838 ,0.881 ,0,1
2002/10/10,0.556 ,0.796 ,0.845 ,0,0
2002/10/11,1.341 ,0.782 ,0.852 ,0,1
2002/10/12,1.563 ,0.838 ,0.843 ,0,1
2002/10/13,3.408 ,0.821 ,0.827 ,0,1
2002/10/14,1.697 ,0.796 ,0.852 ,0,1
2002/10/15,2.306 ,0.814 ,0.940 ,0,0
2002/10/16,0.351 ,1.000 ,0.650 ,0,1
2002/10/17,1.644 ,1.000 ,0.662 ,0,1
2002/10/18,0.690 ,1.000 ,0.650 ,0,1
2002/10/19,0.617 ,1.000 ,0.656 ,0,0
2002/10/20,1.020 ,1.000 ,0.661 ,0,0
2002/10/21,0.380 ,1.000 ,0.887 ,0,0
2002/10/22,0.331 ,1.000 ,0.676 ,0,0
2002/10/23,0.349 ,1.000 ,0.665 ,0,0
2002/10/24,1.708 ,1.000 ,0.676 ,0,0
2002/10/25,0.334 ,1.000 ,0.673 ,0,0
2002/10/26,0.307 ,1.000 ,0.676 ,0,0
2002/10/27,0.252 ,1.000 ,0.662 ,0,0
2002/10/28,0.984 ,1.000 ,0.672 ,0,0
2002/10/29,0.979 ,1.000 ,0.674 ,0,0
2002/10/30,0.676 ,0.970 ,0.673 ,0,0
2002/10/31,1.004 ,1.000 ,0.673 ,0,0
2002/11/01,0.852 ,1.000 ,0.676 ,0,0
2002/11/02,0.899 ,1.000 ,0.669 ,0,0
2002/11/03,0.289 ,1.000 ,0.664 ,0,0
2002/11/04,0.816 ,1.000 ,0.676 ,0,0
2002/11/05,0.319 ,1.000 ,0.676 ,0,0
2002/11/06,1.040 ,0.985 ,0.668 ,0,0
2002/11/07,0.329 ,1.000 ,0.674 ,0,0
2002/11/08,1.050 ,1.000 ,0.676 ,0,0
2002/11/09,0.625 ,0.982 ,0.674 ,0,0
2002/11/10,0.240 ,1.000 ,0.528 ,0,1
2002/11/11,1.003 ,0.988 ,0.676 ,0,0
2002/11/12,0.325 ,1.000 ,0.676 ,0,0
2002/11/13,0.334 ,1.000 ,0.658 ,0,0
2002/11/14,0.310 ,1.000 ,0.673 ,0,0
2002/11/15,0.335 ,1.000 ,0.666 ,0,0
2002/11/16,0.629 ,1.000 ,0.672 ,0,0
2002/11/17,0.488 ,1.000 ,0.673 ,0,0
2002/11/18,0.999 ,1.000 ,0.671 ,0,0
2002/11/19,0.324 ,1.000 ,0.667 ,0,0
2002/11/20,0.980 ,0.812 ,0.973 ,0,0
2002/11/21,0.993 ,0.838 ,1.000 ,0,0
2002/11/22,1.354 ,0.838 ,0.980 ,0,0
2002/11/23,2.796 ,0.829 ,1.000 ,0,0
2002/11/24,1.886 ,0.820 ,1.000 ,0,0
2002/11/25,3.096 ,0.838 ,1.000 ,0,0
2002/11/26,1.540 ,0.838 ,1.000 ,0,0
2002/11/27,5.302 ,0.835 ,0.949 ,0,0
2002/11/28,1.334 ,0.838 ,1.000 ,0,0
2002/11/29,2.039 ,0.827 ,1.000 ,0,0
2002/11/30,3.578 ,0.832 ,1.000 ,0,0
2002/12/01,1.947 ,0.806 ,0.949 ,0,0
2002/12/02,2.494 ,0.833 ,1.000 ,0,0
2002/12/03,2.611 ,0.832 ,1.000 ,0,0
2002/12/04,2.383 ,0.838 ,1.000 ,0,0
2002/12/05,2.837 ,0.827 ,1.000 ,0,0
2002/12/06,3.023 ,0.831 ,0.801 ,0,1
2002/12/07,2.305 ,0.831 ,0.799 ,0,1
2002/12/08,0.466 ,0.817 ,0.525 ,0,1
2002/12/09,0.389 ,1.000 ,0.671 ,0,1
2002/12/10,0.618 ,0.815 ,0.672 ,0,1
2002/12/11,2.318 ,0.830 ,0.666 ,0,1
2002/12/12,1.294 ,0.819 ,0.672 ,0,1
2002/12/13,1.303 ,0.838 ,0.663 ,0,0
2002/12/14,1.108 ,0.817 ,0.676 ,0,0
2002/12/15,1.810 ,0.825 ,0.643 ,0,0
2002/12/16,0.326 ,0.838 ,0.647 ,0,0
2002/12/17,0.993 ,0.838 ,0.676 ,0,0
2002/12/18,1.334 ,0.804 ,0.785 ,0,0
2002/12/19,0.350 ,1.000 ,0.816 ,0,0
2002/12/20,0.339 ,1.000 ,0.846 ,0,0
2002/12/21,0.343 ,1.000 ,0.818 ,0,0
2002/12/22,0.259 ,1.000 ,0.840 ,0,0
2002/12/23,1.751 ,1.000 ,0.846 ,0,0
2002/12/24,1.058 ,1.000 ,0.846 ,0,0
2002/12/25,0.291 ,1.000 ,0.829 ,0,0
2002/12/26,0.932 ,0.967 ,0.828 ,0,0
2002/12/27,0.558 ,1.000 ,0.846 ,0,0
2002/12/28,0.530 ,1.000 ,0.840 ,0,0
2002/12/29,0.720 ,1.000 ,0.828 ,0,0
2002/12/30,1.422 ,1.000 ,0.846 ,0,0
2002/12/31,0.990 ,1.000 ,0.846 ,0,0
2003/01/01,1.535 ,1.000 ,0.846 ,0,0
2003/01/02,0.411 ,1.000 ,0.846 ,0,0
2003/01/03,0.826 ,1.000 ,0.846 ,0,0
2003/01/04,0.320 ,1.000 ,0.846 ,0,0
2003/01/05,0.274 ,1.000 ,0.530 ,0,0
2003/01/06,0.936 ,1.000 ,0.568 ,0,0
2003/01/07,0.326 ,1.000 ,0.569 ,0,0
2003/01/08,0.329 ,0.923 ,0.570 ,0,1
2003/01/09,0.322 ,1.000 ,0.559 ,0,1
2003/01/10,1.389 ,1.000 ,0.555 ,0,0
2003/01/11,0.273 ,1.000 ,0.564 ,0,0
2003/01/12,0.811 ,0.984 ,0.559 ,0,0
2003/01/13,0.286 ,1.000 ,0.573 ,0,0
2003/01/14,0.312 ,1.000 ,0.846 ,0,0
2003/01/15,0.352 ,1.000 ,0.846 ,0,0
2003/01/16,1.001 ,0.838 ,1.000 ,0,0
2003/01/17,2.761 ,0.831 ,1.000 ,0,0
2003/01/18,4.235 ,0.838 ,1.000 ,0,0
2003/01/19,2.702 ,0.838 ,0.984 ,0,0
2003/01/20,2.002 ,0.838 ,1.000 ,0,0
2003/01/21,1.337 ,0.838 ,1.000 ,0,0
2003/01/22,2.081 ,0.810 ,1.000 ,0,0
2003/01/23,4.055 ,0.838 ,1.000 ,0,0
2003/01/24,2.831 ,0.828 ,1.000 ,0,0
2003/01/25,3.078 ,0.831 ,0.981 ,0,0
2003/01/26,1.056 ,0.806 ,0.974 ,0,0
2003/01/27,1.880 ,0.838 ,0.969 ,0,0
2003/01/28,1.840 ,0.838 ,1.000 ,0,0
2003/01/29,2.798 ,0.814 ,1.000 ,0,0
2003/01/30,2.266 ,0.838 ,0.969 ,0,0
2003/01/31,1.594 ,0.838 ,1.000 ,0,0
2003/02/01,2.521 ,0.830 ,1.000 ,0,0
2003/02/02,3.227 ,0.835 ,1.000 ,0,0
2003/02/03,0.972 ,0.838 ,1.000 ,0,0
2003/02/04,2.230 ,0.823 ,1.000 ,0,0
2003/02/05,1.381 ,0.838 ,1.000 ,0,0
2003/02/06,2.408 ,0.838 ,1.000 ,0,0
2003/02/07,3.405 ,0.838 ,1.000 ,0,0
2003/02/08,0.917 ,0.822 ,0.808 ,0,1
2003/02/09,1.203 ,0.812 ,0.519 ,0,1
2003/02/10,2.722 ,0.838 ,1.000 ,0,0
2003/02/11,1.264 ,0.835 ,1.000 ,0,0
2003/02/12,2.298 ,0.828 ,1.000 ,0,0
2003/02/13,2.681 ,0.824 ,1.000 ,0,0
2003/02/14,4.157 ,0.829 ,1.000 ,0,0
2003/02/15,3.141 ,0.825 ,1.000 ,0,0
2003/02/16,3.220 ,0.809 ,0.925 ,0,0
2003/02/17,4.052 ,0.835 ,1.000 ,0,0
2003/02/18,3.600 ,0.820 ,0.940 ,0,0
2003/02/19,0.418 ,1.000 ,0.812 ,0,0
2003/02/20,0.349 ,1.000 ,0.802 ,0,0
2003/02/21,1.010 ,0.974 ,0.777 ,0,0
2003/02/22,0.926 ,1.000 ,0.812 ,0,0
2003/02/23,1.874 ,0.979 ,0.789 ,0,0
2003/02/24,0.728 ,1.000 ,0.797 ,0,0
2003/02/25,1.535 ,0.956 ,0.805 ,0,0
2003/02/26,0.640 ,1.000 ,0.812 ,0,0
2003/02/27,0.668 ,1.000 ,0.804 ,0,0
2003/02/28,0.693 ,0.965 ,0.808 ,0,0
2003/03/01,0.581 ,1.000 ,0.812 ,0,0
2003/03/02,0.237 ,1.000 ,0.841 ,0,0
2003/03/03,0.711 ,0.963 ,0.846 ,0,1
2003/03/04,0.342 ,1.000 ,0.820 ,0,1
2003/03/05,1.395 ,0.990 ,0.817 ,0,1
2003/03/06,0.318 ,1.000 ,0.832 ,0,1
2003/03/07,0.393 ,1.000 ,0.820 ,0,1
